Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Purpose,Interest_Rate,Application_Date,Loan_Status,Total_Income,Loan_to_Income_Ratio,Application_Year,Application_Month,Is_Default
LN100342,Male,No,0,Graduate,No,9681,0,26.0,240,1,Semiurban,Personal,8.04,2023-03-25,Fully Paid,9681,2.685672967668629,2023,March,0.0
LN100343,Male,No,0,Graduate,No,4950,4077,16.0,360,1,Semiurban,Home,17.1,2023-09-27,Fully Paid,9027,1.7724603965880137,2023,September,0.0
LN100344,Male,No,3,Graduate,No,4876,2513,22.0,360,1,Urban,Home,10.25,2023-09-20,Fully Paid,7389,2.9773988361077275,2023,September,0.0
LN100345,Female,Yes,1,Graduate,No,8086,2003,17.0,120,1,Urban,Personal,7.49,2023-10-31,Fully Paid,10089,1.6850034691247893,2023,October,0.0
LN100346,Female,Yes,1,Graduate,No,4758,1828,20.0,84,0,Semiurban,Home,9.74,2022-09-27,Fully Paid,6586,3.0367446097783177,2022,September,0.0
LN100347,Male,Yes,0,Graduate,No,12842,0,15.0,180,1,Rural,Home,6.45,2022-01-17,Fully Paid,12842,1.168042361002959,2022,January,0.0
LN100348,Male,Yes,1,Graduate,No,5747,3655,12.0,300,1,Rural,Personal,16.02,2022-09-26,Fully Paid,9402,1.2763241863433312,2022,September,0.0
LN100349,Female,Yes,0,Graduate,No,9613,5701,26.0,60,1,Rural,Personal,8.57,2024-05-10,Current,15314,1.697792869269949,2024,May,
LN100350,Male,No,1,Graduate,No,4479,734,10.0,180,0,Rural,Medical,12.85,2023-04-27,Fully Paid,5213,1.918281220026856,2023,April,0.0
LN100351,Female,Yes,3,Graduate,No,11770,2896,26.0,300,1,Semiurban,Personal,15.75,2022-08-07,Current,14666,1.7728078549024955,2022,August,
LN100352,Female,Yes,1,Not Graduate,No,7136,0,20.0,120,1,Rural,Education,9.25,2022-11-15,Fully Paid,7136,2.802690582959641,2022,November,0.0
LN100353,Male,No,2,Graduate,No,5691,1903,8.0,240,1,Rural,Medical,12.86,2022-08-26,Fully Paid,7594,1.0534632604687912,2022,August,0.0
LN100354,Male,Yes,1,Graduate,No,6359,3238,17.0,180,1,Rural,Auto,7.39,2023-06-29,Fully Paid,9597,1.7713868917370013,2023,June,0.0
LN100355,Female,No,0,Graduate,No,5373,2106,23.0,240,1,Urban,Home,19.56,2022-10-12,Current,7479,3.0752774435084906,2022,October,
LN100356,Male,No,3,Graduate,No,6545,3981,10.0,240,1,Rural,Home,14.28,2022-02-06,Fully Paid,10526,0.9500285008550257,2022,February,0.0
LN100357,Female,Yes,0,Graduate,No,4569,1769,21.0,84,1,Semiurban,Auto,10.33,2022-04-13,Fully Paid,6338,3.313348059324708,2022,April,0.0
LN100358,Female,Yes,0,Not Graduate,No,5756,4356,35.0,84,0,Rural,Personal,8.3,2023-12-24,Charged Off,10112,3.4612341772151898,2023,December,1.0
LN100359,Male,Yes,0,Graduate,No,9544,1909,12.0,120,0,Urban,Auto,10.6,2023-03-06,Fully Paid,11453,1.0477604121190955,2023,March,0.0
LN100360,Male,No,0,Not Graduate,Yes,7660,0,12.0,360,1,Semiurban,Auto,9.81,2024-03-02,Fully Paid,7660,1.566579634464752,2024,March,0.0
LN100361,Female,Yes,0,Graduate,No,4915,0,9.0,120,1,Urban,Personal,17.84,2023-10-16,Fully Paid,4915,1.8311291963377416,2023,October,0.0
LN100362,Male,Yes,0,Graduate,No,6626,2864,27.0,120,1,Urban,Medical,6.71,2022-08-27,Fully Paid,9490,2.845100105374078,2022,August,0.0
LN100363,Male,Yes,0,Graduate,No,10797,5243,39.0,120,1,Urban,Personal,11.47,2024-01-11,Charged Off,16040,2.43142144638404,2024,January,1.0
LN100364,Female,No,1,Not Graduate,No,5990,0,15.0,84,1,Rural,Home,10.94,2023-10-07,Fully Paid,5990,2.5041736227045077,2023,October,0.0
LN100365,Male,Yes,0,Graduate,No,4741,0,13.0,84,1,Urban,Business,10.59,2022-05-05,Current,4741,2.7420375448217675,2022,May,
LN100366,Female,No,0,Graduate,Yes,8637,3696,14.0,180,1,Urban,Home,10.62,2023-07-19,Fully Paid,12333,1.1351658152923052,2023,July,0.0
LN100367,Female,No,1,Graduate,No,3146,5021,25.0,180,1,Urban,Auto,10.59,2023-08-23,Fully Paid,8167,3.061099546957267,2023,August,0.0
LN100368,Male,Yes,0,Graduate,No,6410,3332,26.0,180,1,Semiurban,Medical,14.06,2023-09-02,Fully Paid,9742,2.6688564976390885,2023,September,0.0
LN100369,Male,Yes,1,Graduate,No,11158,2820,33.0,300,1,Urban,Auto,13.13,2024-05-31,Fully Paid,13978,2.3608527686364287,2024,May,0.0
LN100370,Male,Yes,1,Graduate,No,6558,2935,30.0,300,0,Urban,Personal,12.47,2023-08-30,Fully Paid,9493,3.1602233224481195,2023,August,0.0
LN100371,Male,Yes,2,Graduate,No,9898,3160,35.0,180,1,Semiurban,Personal,5.0,2022-07-07,Charged Off,13058,2.6803492112115177,2022,July,1.0
LN100372,Male,No,1,Graduate,Yes,4719,0,6.0,360,1,Semiurban,Education,12.05,2024-06-06,Fully Paid,4719,1.2714558169103625,2024,June,0.0
LN100373,Female,Yes,0,Graduate,No,6467,0,13.0,240,1,Urban,Education,5.21,2022-09-13,Fully Paid,6467,2.0102056595020876,2022,September,0.0
LN100374,Male,Yes,1,Not Graduate,No,6252,3690,21.0,60,1,Urban,Personal,13.26,2023-08-08,Fully Paid,9942,2.112251056125528,2023,August,0.0
LN100375,Male,No,0,Graduate,No,8466,9113,17.0,360,1,Urban,Auto,16.16,2024-05-23,Fully Paid,17579,0.9670629728653507,2024,May,0.0
LN100376,Female,Yes,0,Graduate,No,7277,6264,46.0,240,1,Rural,Auto,7.76,2024-03-04,Fully Paid,13541,3.3970903182925927,2024,March,0.0
LN100377,Male,Yes,2,Graduate,No,11731,0,13.0,360,1,Semiurban,Home,10.08,2023-06-14,Fully Paid,11731,1.108174921149092,2023,June,0.0
LN100378,Female,Yes,0,Graduate,No,5874,0,16.0,360,1,Semiurban,Personal,8.9,2023-11-07,Charged Off,5874,2.723867892407218,2023,November,1.0
LN100379,Male,Yes,2,Graduate,No,7246,4560,26.0,180,1,Urban,Auto,15.32,2023-01-27,Fully Paid,11806,2.2022700321870237,2023,January,0.0
LN100380,Male,Yes,2,Graduate,Yes,6335,4921,10.0,240,1,Semiurban,Personal,11.33,2023-10-20,Fully Paid,11256,0.8884150675195451,2023,October,0.0
LN100381,Female,Yes,2,Graduate,Yes,7057,2762,32.0,84,1,Urban,Personal,17.05,2023-04-13,Current,9819,3.2589876769528465,2023,April,
LN100382,Female,No,3,Graduate,No,6830,3146,31.0,180,1,Urban,Auto,12.45,2024-04-05,Charged Off,9976,3.107457898957498,2024,April,1.0
LN100383,Female,Yes,0,Graduate,No,5100,2408,17.0,120,1,Semiurban,Auto,11.85,2022-09-10,Fully Paid,7508,2.264251465103889,2022,September,0.0
LN100384,Female,No,0,Graduate,No,9348,5180,21.0,300,1,Semiurban,Education,11.24,2023-11-03,Fully Paid,14528,1.4454845814977975,2023,November,0.0
LN100385,Female,Yes,1,Not Graduate,No,5542,1751,8.0,360,1,Urban,Business,13.86,2024-05-10,Fully Paid,7293,1.0969422734128615,2024,May,0.0
LN100386,Male,No,0,Graduate,No,5406,0,10.0,360,1,Semiurban,Home,5.0,2023-07-15,Fully Paid,5406,1.8497965223825379,2023,July,0.0
LN100387,Male,Yes,1,Graduate,Yes,3973,0,6.0,60,1,Rural,Medical,11.3,2022-06-25,Fully Paid,3973,1.5101938082053863,2022,June,0.0
LN100388,Female,No,1,Graduate,Yes,5815,1921,17.0,300,1,Semiurban,Home,10.75,2023-04-11,Fully Paid,7736,2.197518097207859,2023,April,0.0
LN100389,Female,Yes,1,Graduate,Yes,5517,1659,24.0,120,1,Semiurban,Home,13.54,2024-04-18,Fully Paid,7176,3.3444816053511706,2024,April,0.0
LN100390,Male,Yes,0,Graduate,No,2433,1461,19.0,300,0,Rural,Business,10.34,2023-07-31,Fully Paid,3894,4.879301489470981,2023,July,0.0
LN100391,Male,Yes,0,Not Graduate,No,3329,2370,18.0,360,1,Rural,Home,7.36,2022-10-16,Current,5699,3.158448850675557,2022,October,
LN100392,Male,Yes,0,Not Graduate,No,6535,0,17.0,120,1,Semiurban,Auto,11.03,2022-02-19,Fully Paid,6535,2.6013771996939554,2022,February,0.0
LN100393,Female,Yes,0,Graduate,Yes,11527,4682,34.0,180,1,Semiurban,Business,7.21,2022-01-04,Fully Paid,16209,2.097600098710593,2022,January,0.0
LN100394,Male,Yes,3,Not Graduate,No,4209,586,15.0,120,0,Urban,Business,5.0,2023-09-23,Charged Off,4795,3.1282586027111576,2023,September,1.0
LN100395,Female,No,0,Not Graduate,No,7010,1927,19.0,300,1,Semiurban,Medical,13.54,2024-05-01,Charged Off,8937,2.125993062548954,2024,May,1.0
LN100396,Female,Yes,0,Not Graduate,No,6479,1610,25.0,60,1,Urban,Home,13.03,2024-06-03,Charged Off,8089,3.0906168871306714,2024,June,1.0
LN100397,Male,Yes,0,Not Graduate,Yes,8886,763,15.0,360,1,Urban,Auto,12.63,2023-05-15,Fully Paid,9649,1.5545652399212353,2023,May,0.0
LN100398,Female,Yes,1,Graduate,No,9128,0,10.0,84,1,Semiurban,Home,15.56,2023-11-07,Fully Paid,9128,1.0955302366345312,2023,November,0.0
LN100399,Female,No,1,Graduate,Yes,14749,3520,57.0,120,1,Urban,Education,8.67,2022-08-11,Fully Paid,18269,3.1200394110241394,2022,August,0.0
LN100400,Male,Yes,0,Graduate,Yes,7762,1269,22.0,60,1,Semiurban,Business,5.99,2024-05-19,Charged Off,9031,2.43605359317905,2024,May,1.0
LN100401,Female,Yes,0,Graduate,No,5267,4789,32.0,360,0,Semiurban,Education,10.75,2023-10-30,Current,10056,3.1821797931583133,2023,October,
LN100402,Male,Yes,0,Not Graduate,No,5758,0,19.0,240,1,Semiurban,Personal,9.78,2024-06-17,Charged Off,5758,3.2997568600208407,2024,June,1.0
LN100403,Female,No,0,Graduate,No,5964,1760,7.0,84,1,Urban,Personal,8.05,2022-09-19,Current,7724,0.9062661833247022,2022,September,
LN100404,Male,No,1,Graduate,No,5595,4273,21.0,180,1,Urban,Personal,10.72,2023-11-16,Charged Off,9868,2.128090798540738,2023,November,1.0
LN100405,Female,Yes,1,Not Graduate,No,12621,2303,27.0,60,1,Semiurban,Medical,8.86,2023-06-19,Fully Paid,14924,1.8091664433127848,2023,June,0.0
LN100406,Male,No,0,Not Graduate,No,8966,3060,30.0,60,0,Rural,Home,5.0,2023-01-11,Charged Off,12026,2.494595044071179,2023,January,1.0
LN100407,Male,No,0,Not Graduate,No,3846,0,11.0,360,1,Urban,Personal,9.46,2022-03-02,Fully Paid,3846,2.860114404576183,2022,March,0.0
LN100408,Female,Yes,0,Graduate,No,8439,2785,17.0,300,1,Urban,Business,7.02,2022-12-22,Fully Paid,11224,1.5146115466856735,2022,December,0.0
LN100409,Male,No,0,Graduate,No,4785,631,12.0,120,1,Rural,Personal,11.81,2024-04-12,Fully Paid,5416,2.2156573116691285,2024,April,0.0
LN100410,Male,Yes,1,Graduate,Yes,9094,0,25.0,300,0,Urban,Home,8.7,2023-10-08,Charged Off,9094,2.749065317791951,2023,October,1.0
LN100411,Female,Yes,0,Graduate,Yes,10483,3482,16.0,240,1,Rural,Personal,14.89,2022-01-24,Fully Paid,13965,1.145721446473326,2022,January,0.0
LN100412,Female,Yes,0,Graduate,No,6521,7349,42.0,360,1,Semiurban,Education,16.61,2022-10-20,Fully Paid,13870,3.028118240807498,2022,October,0.0
LN100413,Male,Yes,0,Graduate,No,5734,2772,21.0,360,1,Semiurban,Home,13.38,2023-07-11,Fully Paid,8506,2.468845520808841,2023,July,0.0
LN100414,Female,Yes,0,Not Graduate,No,11844,0,40.0,60,1,Urban,Business,5.57,2023-11-22,Fully Paid,11844,3.377237419790611,2023,November,0.0
LN100415,Male,No,3,Graduate,No,5475,1781,12.0,120,1,Urban,Personal,16.27,2022-12-22,Current,7256,1.6538037486218302,2022,December,
LN100416,Male,Yes,0,Graduate,No,5279,2461,8.0,360,1,Urban,Medical,16.52,2024-05-19,Fully Paid,7740,1.0335917312661498,2024,May,0.0
LN100417,Male,Yes,0,Graduate,Yes,4980,2404,16.0,84,1,Rural,Business,11.07,2023-07-29,Fully Paid,7384,2.1668472372697725,2023,July,0.0
LN100418,Female,Yes,0,Graduate,No,6888,4114,11.0,360,1,Semiurban,Auto,15.63,2022-01-29,Fully Paid,11002,0.9998182148700236,2022,January,0.0
LN100419,Female,No,0,Graduate,No,7754,4128,41.0,120,1,Semiurban,Home,9.07,2022-12-23,Fully Paid,11882,3.4505975425012623,2022,December,0.0
LN100420,Female,Yes,0,Graduate,Yes,9945,1483,10.0,120,1,Rural,Education,5.0,2022-12-31,Fully Paid,11428,0.8750437521876093,2022,December,0.0
LN100421,Female,Yes,0,Graduate,No,8579,0,24.0,120,1,Urban,Home,8.34,2023-08-31,Fully Paid,8579,2.7975288495162607,2023,August,0.0
LN100422,Male,Yes,2,Graduate,No,8529,0,19.0,360,1,Semiurban,Business,17.05,2023-02-13,Current,8529,2.227693750732794,2023,February,
LN100423,Male,Yes,0,Graduate,No,11089,2472,24.0,360,1,Semiurban,Home,5.78,2022-09-23,Charged Off,13561,1.7697809896025367,2022,September,1.0
LN100424,Male,Yes,0,Not Graduate,No,4900,6115,11.0,84,1,Rural,Home,11.0,2022-10-18,Fully Paid,11015,0.9986382206082615,2022,October,0.0
LN100425,Male,No,3,Graduate,No,4126,780,12.0,240,0,Urban,Personal,11.12,2023-07-21,Fully Paid,4906,2.445984508764778,2023,July,0.0
LN100426,Male,Yes,0,Graduate,No,8733,3752,30.0,240,1,Semiurban,Home,9.2,2022-06-02,Fully Paid,12485,2.4028834601521827,2022,June,0.0
LN100427,Female,No,3,Graduate,Yes,6773,2105,14.0,360,1,Rural,Home,9.45,2022-08-07,Charged Off,8878,1.5769317413831945,2022,August,1.0
LN100428,Male,Yes,0,Not Graduate,No,9959,0,32.0,360,1,Semiurban,Personal,11.25,2022-06-22,Fully Paid,9959,3.2131740134551663,2022,June,0.0
LN100429,Male,No,3,Graduate,No,7000,2493,15.0,84,1,Urban,Home,9.03,2023-08-31,Fully Paid,9493,1.5801116612240598,2023,August,0.0
LN100430,Male,Yes,1,Graduate,No,5666,0,11.0,360,1,Semiurban,Home,6.02,2023-09-27,Fully Paid,5666,1.941404871161313,2023,September,0.0
LN100431,Female,Yes,2,Not Graduate,No,8780,0,20.0,240,1,Urban,Education,11.75,2022-01-12,Fully Paid,8780,2.277904328018223,2022,January,0.0
LN100432,Female,Yes,0,Graduate,No,7313,3408,11.0,360,1,Semiurban,Auto,14.76,2023-05-31,Fully Paid,10721,1.026023691819793,2023,May,0.0
LN100433,Male,No,0,Graduate,No,7002,5077,40.0,60,1,Rural,Personal,14.04,2022-12-28,Fully Paid,12079,3.3115324116234786,2022,December,0.0
LN100434,Male,Yes,3,Graduate,Yes,15853,0,29.0,300,1,Semiurban,Education,8.17,2024-05-07,Fully Paid,15853,1.8293067558190879,2024,May,0.0
LN100435,Female,Yes,0,Graduate,No,10765,3451,14.0,180,0,Semiurban,Personal,6.62,2023-08-02,Fully Paid,14216,0.9848058525604952,2023,August,0.0
LN100436,Male,Yes,0,Graduate,No,9190,0,17.0,180,1,Semiurban,Education,10.01,2023-10-19,Fully Paid,9190,1.8498367791077257,2023,October,0.0
LN100437,Female,No,0,Graduate,No,7394,4155,28.0,120,1,Urban,Medical,16.49,2023-04-22,Fully Paid,11549,2.424452333535371,2023,April,0.0
LN100438,Female,Yes,0,Not Graduate,No,7168,1813,20.0,360,1,Urban,Home,13.26,2023-07-31,Fully Paid,8981,2.2269235051775973,2023,July,0.0
LN100439,Male,No,0,Not Graduate,No,6349,7696,38.0,120,1,Rural,Auto,13.46,2022-03-23,Current,14045,2.705589177643289,2022,March,
LN100440,Male,No,1,Graduate,No,7663,3966,11.0,180,1,Semiurban,Business,14.11,2023-09-09,Fully Paid,11629,0.9459110843580704,2023,September,0.0
LN100441,Male,Yes,0,Graduate,No,5926,6891,20.0,180,1,Urban,Business,12.47,2023-11-24,Fully Paid,12817,1.5604275571506592,2023,November,0.0
LN100442,Male,No,2,Graduate,No,4548,3023,23.0,300,1,Urban,Home,11.42,2022-12-06,Charged Off,7571,3.037907806102232,2022,December,1.0
LN100443,Male,Yes,2,Not Graduate,No,6971,2235,9.0,240,0,Semiurban,Home,13.32,2023-03-17,Fully Paid,9206,0.977623289159244,2023,March,0.0
LN100444,Female,No,0,Not Graduate,No,7888,1405,29.0,360,1,Rural,Auto,9.09,2023-09-09,Charged Off,9293,3.120628430001076,2023,September,1.0
LN100445,Female,Yes,0,Graduate,No,9968,624,11.0,120,1,Rural,Home,6.05,2022-08-14,Fully Paid,10592,1.0385196374622356,2022,August,0.0
LN100446,Male,No,0,Not Graduate,No,5289,0,16.0,120,1,Urban,Business,13.53,2023-01-06,Charged Off,5289,3.0251465305350727,2023,January,1.0
LN100447,Female,No,0,Graduate,No,7188,0,13.0,300,1,Rural,Auto,15.33,2022-01-28,Charged Off,7188,1.808569838619922,2022,January,1.0
LN100448,Male,No,0,Graduate,No,8555,1117,24.0,240,1,Semiurban,Auto,7.09,2022-01-16,Fully Paid,9672,2.4813895781637716,2022,January,0.0
LN100449,Male,No,0,Graduate,No,8486,1420,12.0,180,1,Semiurban,Home,13.88,2022-10-04,Fully Paid,9906,1.2113870381586918,2022,October,0.0
LN100450,Female,Yes,0,Graduate,No,12373,1507,14.0,120,1,Semiurban,Auto,16.88,2022-11-29,Charged Off,13880,1.0086455331412103,2022,November,1.0
LN100451,Male,Yes,3,Graduate,No,6392,0,9.0,60,0,Urban,Auto,10.99,2023-04-28,Fully Paid,6392,1.4080100125156445,2023,April,0.0
LN100452,Male,No,1,Graduate,No,5137,0,6.0,360,0,Rural,Business,8.14,2024-03-20,Current,5137,1.1679968853416391,2024,March,
LN100453,Female,Yes,0,Graduate,No,7357,4100,19.0,120,1,Urban,Home,11.43,2023-07-20,Fully Paid,11457,1.658374792703151,2023,July,0.0
LN100454,Male,Yes,1,Not Graduate,No,6510,4875,25.0,120,0,Urban,Home,9.07,2022-10-15,Charged Off,11385,2.1958717610891525,2022,October,1.0
LN100455,Male,No,0,Graduate,Yes,6110,5186,27.0,84,1,Rural,Education,8.84,2022-04-24,Fully Paid,11296,2.390226628895184,2022,April,0.0
LN100456,Male,No,0,Graduate,No,5824,2107,23.0,360,1,Semiurban,Home,12.52,2022-02-07,Fully Paid,7931,2.900012608750473,2022,February,0.0
LN100457,Male,No,1,Graduate,Yes,7899,2210,26.0,240,0,Rural,Personal,5.39,2023-03-30,Charged Off,10109,2.571965575229993,2023,March,1.0
LN100458,Male,Yes,0,Graduate,No,5546,1028,16.0,360,0,Semiurban,Business,5.95,2024-05-31,Fully Paid,6574,2.433830240340736,2024,May,0.0
LN100459,Male,No,0,Graduate,No,9187,4117,25.0,360,1,Urban,Education,11.07,2024-01-12,Fully Paid,13304,1.8791340950090198,2024,January,0.0
LN100460,Male,Yes,0,Graduate,No,9028,0,19.0,360,1,Rural,Business,10.92,2022-06-15,Fully Paid,9028,2.104563579973416,2022,June,0.0
LN100461,Female,No,3,Graduate,No,8156,2809,21.0,300,0,Urban,Home,12.2,2023-11-25,Charged Off,10965,1.915184678522572,2023,November,1.0
LN100462,Female,Yes,1,Graduate,No,4897,7165,37.0,240,0,Rural,Home,17.56,2022-07-24,Charged Off,12062,3.067484662576687,2022,July,1.0
LN100463,Female,No,1,Graduate,Yes,7772,0,11.0,120,0,Urban,Home,11.37,2024-05-27,Charged Off,7772,1.4153371075656203,2024,May,1.0
LN100464,Female,Yes,1,Graduate,No,10214,0,8.0,60,1,Rural,Education,13.09,2022-09-02,Fully Paid,10214,0.7832386919913844,2022,September,0.0
LN100465,Male,Yes,0,Graduate,No,9429,0,24.0,360,1,Urban,Business,7.59,2024-05-20,Charged Off,9429,2.545338848234171,2024,May,1.0
LN100466,Male,Yes,0,Graduate,Yes,8945,1166,14.0,180,1,Semiurban,Home,13.69,2022-11-29,Charged Off,10111,1.3846306003362674,2022,November,1.0
LN100467,Female,Yes,0,Graduate,No,7150,1628,28.0,60,1,Rural,Personal,9.16,2023-01-31,Fully Paid,8778,3.189792663476874,2023,January,0.0
LN100468,Male,No,0,Not Graduate,No,7037,0,22.0,60,0,Semiurban,Personal,11.25,2024-03-31,Fully Paid,7037,3.126332243853915,2024,March,0.0
LN100469,Female,No,0,Graduate,No,10831,2009,13.0,84,1,Semiurban,Medical,10.62,2023-05-22,Fully Paid,12840,1.0124610591900312,2023,May,0.0
LN100470,Male,Yes,0,Graduate,No,7855,0,9.0,60,1,Rural,Home,14.62,2022-05-01,Fully Paid,7855,1.1457670273711011,2022,May,0.0
LN100471,Female,No,3,Graduate,No,7890,1315,20.0,84,1,Semiurban,Home,6.42,2022-09-16,Charged Off,9205,2.1727322107550244,2022,September,1.0
LN100472,Male,No,3,Graduate,No,17709,5553,57.0,180,1,Rural,Home,5.0,2023-12-23,Charged Off,23262,2.450348207376838,2023,December,1.0
LN100473,Female,Yes,1,Graduate,No,6344,1317,12.0,360,1,Semiurban,Education,10.25,2023-02-14,Fully Paid,7661,1.56637514684767,2023,February,0.0
LN100474,Male,Yes,0,Not Graduate,No,3241,2252,15.0,360,0,Urban,Home,12.64,2022-11-06,Charged Off,5493,2.7307482250136537,2022,November,1.0
LN100475,Male,No,2,Not Graduate,No,6670,356,17.0,180,1,Urban,Business,11.53,2024-03-18,Fully Paid,7026,2.4195844007970395,2024,March,0.0
LN100476,Male,No,0,Not Graduate,No,6808,1989,15.0,120,1,Urban,Personal,15.31,2023-12-07,Charged Off,8797,1.7051267477549163,2023,December,1.0
LN100477,Male,No,2,Graduate,No,7813,1199,8.0,84,1,Urban,Personal,12.53,2022-03-09,Charged Off,9012,0.8877052818464269,2022,March,1.0
LN100478,Female,No,0,Graduate,No,8457,1852,29.0,180,1,Semiurban,Personal,9.03,2022-04-24,Fully Paid,10309,2.8130759530507325,2022,April,0.0
LN100479,Male,Yes,2,Graduate,No,3414,4932,12.0,60,1,Urban,Home,5.0,2022-08-08,Fully Paid,8346,1.4378145219266714,2022,August,0.0
LN100480,Female,No,0,Graduate,No,8519,3785,38.0,120,1,Urban,Education,10.17,2022-08-08,Fully Paid,12304,3.0884265279583873,2022,August,0.0
LN100481,Female,Yes,2,Graduate,No,6952,0,13.0,120,1,Urban,Medical,14.6,2023-04-18,Fully Paid,6952,1.8699654775604142,2023,April,0.0
LN100482,Male,Yes,3,Graduate,No,6446,0,15.0,300,1,Rural,Business,9.63,2023-12-31,Fully Paid,6446,2.3270245113248524,2023,December,0.0
LN100483,Female,Yes,0,Not Graduate,No,3898,0,12.0,180,0,Semiurban,Business,11.1,2024-01-19,Fully Paid,3898,3.078501795792714,2024,January,0.0
LN100484,Female,Yes,0,Graduate,No,11674,2710,45.0,360,1,Urban,Business,12.47,2023-01-21,Fully Paid,14384,3.128476084538376,2023,January,0.0
LN100485,Female,Yes,0,Graduate,No,6081,4672,19.0,300,0,Rural,Home,7.45,2022-10-25,Charged Off,10753,1.766948758486004,2022,October,1.0
LN100486,Male,Yes,0,Graduate,Yes,8989,1873,15.0,120,1,Urban,Home,13.18,2023-08-29,Current,10862,1.380961148959676,2023,August,
LN100487,Male,No,2,Graduate,No,5263,0,15.0,180,1,Rural,Home,16.73,2022-09-10,Fully Paid,5263,2.850085502565077,2022,September,0.0
LN100488,Female,Yes,1,Graduate,No,7935,2022,20.0,240,1,Semiurban,Education,10.4,2023-02-09,Fully Paid,9957,2.008637139700713,2023,February,0.0
LN100489,Female,Yes,0,Graduate,No,6481,5743,16.0,180,1,Urban,Home,7.05,2023-05-07,Fully Paid,12224,1.3089005235602094,2023,May,0.0
LN100490,Male,Yes,0,Graduate,No,8889,0,29.0,360,1,Semiurban,Personal,10.77,2022-12-23,Current,8889,3.2624592192597595,2022,December,
LN100491,Female,Yes,0,Graduate,No,6406,0,9.0,240,1,Rural,Auto,5.0,2023-03-04,Fully Paid,6406,1.4049328754292851,2023,March,0.0
LN100492,Male,Yes,2,Not Graduate,No,5181,5957,10.0,120,1,Semiurban,Business,12.18,2022-08-03,Charged Off,11138,0.897827258035554,2022,August,1.0
LN100493,Male,Yes,0,Not Graduate,No,7063,0,6.0,300,1,Rural,Auto,12.58,2023-01-15,Fully Paid,7063,0.8494973807164095,2023,January,0.0
LN100494,Male,Yes,0,Graduate,No,6939,6827,34.0,120,1,Urban,Medical,16.86,2024-02-09,Fully Paid,13766,2.46985326165916,2024,February,0.0
LN100495,Male,No,0,Graduate,No,7748,0,20.0,120,1,Urban,Home,10.32,2024-05-08,Fully Paid,7748,2.581311306143521,2024,May,0.0
LN100496,Female,Yes,1,Not Graduate,No,9851,0,16.0,180,1,Urban,Home,12.43,2024-01-22,Fully Paid,9851,1.6242005887727133,2024,January,0.0
LN100497,Male,Yes,2,Not Graduate,Yes,4794,0,8.0,60,1,Urban,Auto,7.99,2024-04-06,Fully Paid,4794,1.668752607425949,2024,April,0.0
LN100498,Male,Yes,0,Graduate,No,9667,1414,19.0,60,1,Urban,Home,9.75,2022-08-02,Fully Paid,11081,1.7146466925367747,2022,August,0.0
LN100499,Male,No,0,Graduate,No,4553,4109,23.0,360,1,Rural,Home,5.66,2022-04-08,Fully Paid,8662,2.655275917801893,2022,April,0.0
LN100500,Female,Yes,2,Graduate,No,8766,1386,10.0,240,1,Urban,Education,10.32,2023-06-12,Fully Paid,10152,0.9850275807722616,2023,June,0.0
LN100501,Male,Yes,2,Not Graduate,No,8865,0,29.0,180,1,Semiurban,Home,9.93,2023-10-28,Fully Paid,8865,3.2712915961646925,2023,October,0.0
LN100502,Male,Yes,1,Not Graduate,No,5971,0,8.0,300,0,Semiurban,Personal,12.05,2023-06-12,Fully Paid,5971,1.3398090772064981,2023,June,0.0
LN100503,Female,Yes,3,Graduate,Yes,5354,3778,32.0,360,1,Rural,Education,8.82,2023-12-11,Fully Paid,9132,3.504161191414805,2023,December,0.0
LN100504,Female,Yes,0,Not Graduate,No,5258,2698,10.0,84,1,Rural,Personal,11.29,2023-09-12,Fully Paid,7956,1.256913021618904,2023,September,0.0
LN100505,Male,Yes,0,Graduate,No,7298,3357,31.0,120,0,Rural,Auto,9.83,2023-06-19,Charged Off,10655,2.9094321914594086,2023,June,1.0
LN100506,Female,Yes,2,Not Graduate,No,9071,2004,16.0,120,1,Rural,Education,9.84,2023-07-08,Fully Paid,11075,1.4446952595936795,2023,July,0.0
LN100507,Female,Yes,0,Graduate,Yes,6740,0,7.0,360,1,Rural,Home,11.28,2023-07-03,Fully Paid,6740,1.0385756676557865,2023,July,0.0
LN100508,Female,Yes,2,Not Graduate,No,3138,1574,15.0,360,1,Rural,Home,11.14,2022-11-24,Fully Paid,4712,3.1833616298811545,2022,November,0.0
LN100509,Female,No,3,Graduate,No,5836,0,18.0,360,1,Semiurban,Education,13.66,2022-06-14,Fully Paid,5836,3.0843043180260454,2022,June,0.0
LN100510,Female,No,0,Graduate,No,5766,2334,15.0,360,1,Urban,Auto,10.58,2022-04-26,Charged Off,8100,1.8518518518518519,2022,April,1.0
LN100511,Male,No,3,Graduate,No,8436,5106,37.0,84,0,Semiurban,Auto,9.78,2022-05-30,Current,13542,2.73224043715847,2022,May,
LN100512,Female,No,0,Not Graduate,Yes,8592,4376,30.0,300,1,Semiurban,Auto,10.37,2023-06-02,Fully Paid,12968,2.313386798272671,2023,June,0.0
